parity,days_in_milk,breed,milk_yield_kg,scc,electrical_conductivity,activity_steps,rumination_time,body_temp,milk_fat_pct,milk_protein_pct,mastitis,log_scc,yield_deviation,early_lactation,stress_score
2,188,0,22.264871721724806,1722700.8498293464,7.431728009657171,3060,365,39.783392752232665,3.2977437762072057,4.065533395154615,1,14.359403878746782,-5.7351282782751944,0,2
1,231,0,23.412618977061257,153659.98964320484,5.1641227850105516,4232,485,38.60008349771313,3.85468429049425,3.0462501466514404,0,11.9424975810209,-4.587381022938743,0,0
3,124,0,17.187237235627585,711983.8362959268,6.883347426531249,2425,273,38.990822040801994,3.2242268403570953,3.6772198100403086,1,13.475810488304859,-10.812762764372415,0,2
4,102,0,26.484497547278245,25023.344642494085,4.564758169836328,4116,441,38.47122269078827,4.032893189561154,3.246620539405753,0,10.127564453843451,-1.5155024527217549,0,0
2,282,1,23.37028066374137,28504.460486188716,4.423227083935425,4344,470,38.807767151318465,3.3837426086252913,3.32372600042067,0,10.257815862297921,-4.629719336258631,0,0
1,128,0,27.28897006695284,195000.0,4.90594478211113,3426,466,38.79705741762203,3.840188284546228,3.224577025303898,0,12.180754837545884,-0.7110299330471612,0,0
2,49,0,20.032767940129755,457911.3547575588,7.317779714286401,2902,316,39.27262243072156,3.725853036462001,3.425794680485836,1,13.0344308957991,-7.967232059870245,1,2
3,266,0,20.569025392905058,28311.509501393983,5.362091669864053,3884,479,38.70598652955905,3.8209059898648197,2.9623495932570476,0,10.251023697115192,-7.430974607094942,0,0
3,35,0,13.734574190290466,444395.9795530516,5.442369887986284,3063,389,40.30094111921778,3.501052596938923,3.3851229788675194,1,13.004471289796363,-14.265425809709534,1,2
2,22,1,25.48982828230613,57604.136454265434,4.666710786766492,3504,493,38.54952408020557,3.8966876767144587,3.2956235715148368,0,10.961349657547629,-2.5101717176938685,1,0
4,227,0,32.155915214317005,19114.230401211913,4.681584984829244,4858,509,39.03952377749761,3.1877423995031458,3.2962037516295135,0,9.858188383808718,4.155915214317005,0,0
3,43,0,17.36562912198973,270994.28618094145,6.724802717515502,1805,266,39.26040148859211,3.7812699215812815,3.022539148921103,1,12.509853015436395,-10.63437087801027,1,3
4,278,0,37.27735108714633,69247.99256342473,4.906548374855736,3044,444,38.321186541576225,3.4957735527453315,3.6094524757196935,0,11.145449435375623,9.277351087146329,0,0
1,91,0,30.84900880192129,17887.361539156293,4.876649983936691,3640,423,38.97308859662228,3.8254690129432767,3.1968296009742803,0,9.791849683186602,2.84900880192129,1,0
4,47,0,27.55456648804203,54310.09419668961,4.935375106150299,3603,529,38.51897593328122,3.3043868334638216,3.203467067991737,0,10.902465385453636,-0.4454335119579689,1,0
5,121,1,33.15069928041291,58564.001087111,4.627054313999041,3509,518,38.46458445681951,3.872496909537599,3.245258538057491,0,10.977875470876159,5.150699280412908,0,0
1,51,0,32.70187463226815,75116.64246149691,4.195178480642504,3718,550,38.84493352845758,3.5280798225803336,3.402683136771337,0,11.22679741721629,4.701874632268151,1,0
2,313,1,25.54320131927711,12196.931553175615,4.588191208732982,4171,518,38.770034582152576,4.317669182970474,3.2231417324412637,0,9.408939687052106,-2.4567986807228905,0,0
5,60,0,17.996650048273747,51489.72752352036,4.113652173583447,4873,501,38.53199801541524,3.2482864893080703,2.904550658508357,0,10.849137601193215,-10.003349951726253,1,0
2,90,0,20.97578439704505,40305.29623959864,5.142654124744521,3962,494,39.05642633707295,4.251215908607204,3.0363057918709275,0,10.604238159637314,-7.02421560295495,1,0
4,14,1,35.845516889969765,71250.70646220628,4.7953305797335934,3724,502,38.66936502000267,3.5469948538755123,2.564747413801817,0,11.173960013340777,7.845516889969765,1,0
3,31,0,14.168359002008403,1101315.9219385004,5.649190371553994,1316,425,39.20341432996406,3.764641893604463,3.4080221148521592,1,13.912016315452052,-13.831640997991597,1,2
2,144,0,12.856399412506969,46081.86338088545,4.323963201101272,4983,508,39.22871392735264,4.584886145620519,3.4035178441585545,0,10.738174732505424,-15.143600587493031,0,1
2,59,0,36.29606625893447,20801.7523867071,5.172958167156833,3391,492,38.95646868711741,3.9252504902250567,2.9311038671779905,0,9.94279251150155,8.296066258934466,1,0
5,240,0,35.386166563296605,29394.845217798105,5.480831415684751,4502,441,38.41294884960847,3.430039576913936,3.433827637051414,0,10.288574605226238,7.386166563296605,0,0
1,53,1,29.899155720437474,11265.95924741285,4.766463702531987,4730,489,38.41853845650763,3.878541895498548,3.339545306977831,0,9.329541002140541,1.8991557204374736,1,0
5,141,0,28.97531402744316,121116.71988223631,5.113312357603155,3932,534,39.345269978215725,4.0743403888766485,3.0085702401140577,0,11.704509986751033,0.9753140274431615,0,1
1,110,1,28.687019146545992,91528.7502177191,4.806748724622307,3156,572,38.70127714448522,4.252476965168003,3.074889531001775,0,11.424408411939696,0.6870191465459925,0,0
3,315,0,25.806901057438242,39121.649559040095,5.329883730810515,3048,432,38.50073061356022,4.030299802343417,3.3676696260590853,0,10.574431289901895,-2.1930989425617575,0,0
1,268,0,29.237797774236533,10788.59516900856,4.660438899862564,3560,443,38.744782988629495,3.9518107466701546,3.0379773573326014,0,9.28624485227886,1.2377977742365331,0,0
1,184,0,31.420582754914733,87919.74038692868,4.45786734509016,3337,518,38.584695306703644,3.40725195951403,3.2473895910600894,0,11.384179636240212,3.420582754914733,0,0
5,72,1,14.567956174726055,864030.295821947,5.366058779547186,1774,338,39.791463111520244,2.9749334930091123,3.5257910805732777,1,13.669363111780179,-13.432043825273945,1,3
5,60,1,16.611392970322683,27663.9760376715,4.990264923659504,3934,463,38.82481002969448,3.531785172986039,3.002194053603307,0,10.22788634173095,-11.388607029677317,1,0
2,35,0,5.2505677389264545,308772.7955879071,6.372571709438146,1865,381,39.66717052260693,3.5010321233513126,3.5356834627138602,1,12.640360996062553,-22.749432261073544,1,3
2,246,0,32.19494984482549,27420.642590167958,4.484828176089951,3842,510,38.17645624895103,4.465161169011537,2.7788600775895618,0,10.219051387931714,4.194949844825487,0,0
4,300,0,25.757969070156484,21283.177504246552,4.2891939397518,3623,456,38.5176912960448,3.316613335183155,3.6164993790454476,0,9.965672251117216,-2.2420309298435157,0,0
3,255,0,21.322847012015135,16121.97876989901,5.007077759671879,3342,453,38.34231802755611,3.636793581518074,3.1546927968335345,0,9.687938761002275,-6.677152987984865,0,0
3,218,0,28.051815565549408,66594.00530681346,4.357451591125706,4370,515,38.58628257113349,3.5312211985740967,3.4058965095272624,0,11.106369842069094,0.051815565549407694,0,0
4,122,1,31.747302698454135,69631.94981782419,4.850262617809977,4957,515,38.598455468817896,4.006778177669633,2.975556843595066,0,11.150978790098373,3.747302698454135,0,0
1,168,0,26.886898493535657,70903.60632960885,4.404087348325349,4041,484,38.774253368198984,3.5383906414463246,3.0870657079481045,0,11.169076576242277,-1.1131015064643428,0,0
3,123,1,12.88964999046722,591029.9012283711,5.0,2227,372,39.59989550004942,4.234942910599978,3.4992767064144714,1,13.289621889403431,-15.11035000953278,0,3
2,114,0,18.70418481404424,76259.5773468245,4.68978183239348,3113,404,38.56141489326846,4.06255373469774,2.983190116070257,0,11.241898291130585,-9.29581518595576,0,0
3,128,1,9.993490393753945,304107.8202224396,6.6100388997653425,3156,320,39.588492773444734,3.081648870799254,3.110788951181351,1,12.62513758929153,-18.006509606246055,0,2
3,77,0,14.502452720877441,212674.88058927155,6.733762049318006,2293,335,39.88707811135975,3.702716201426252,3.7020580996364316,1,12.267519896373475,-13.497547279122559,1,3
1,68,1,25.273640357671614,49896.07463316788,4.962302009892415,2638,468,38.673887033018154,3.460371761087904,3.47172027236883,0,10.817697613979409,-2.7263596423283865,1,1
1,217,0,33.19466439258368,10000.0,4.528143738372236,3904,530,38.23582080228288,4.003309097921957,3.1643226299599423,0,9.210340371976184,5.194664392583682,0,0
4,176,0,36.763842308697846,39476.564402020646,4.746899161134636,4322,471,38.44097073726266,4.4702731581943596,3.613817746029139,0,10.583462468535437,8.763842308697846,0,0
1,147,0,23.617679616192294,74080.42521096201,5.110875152302014,4032,497,39.05440258648639,3.941651484697749,2.8914817192716664,0,11.212906609192384,-4.382320383807706,0,0
5,13,0,23.39094148968419,713229.7253313066,6.3848086925161445,1549,333,39.38374031216316,3.2475820371322257,2.8,1,13.477558842918214,-4.609058510315808,1,3
1,121,0,29.158299176992045,49569.13910734339,4.606631790219949,4343,520,38.46756859301086,3.8839871062242466,3.3735434139703626,0,10.81112372365266,1.1582991769920454,0,0
2,78,0,28.55554280723979,37980.50270567257,5.020063323348856,3575,505,38.71157463599498,3.534203317086188,3.4508672166187604,0,10.544828220341676,0.5555428072397888,1,0
2,72,0,30.281435408278057,74934.3627614797,4.119177344530803,3934,542,38.633616257818325,3.503597127677247,3.3506028215871497,0,11.224367846159302,2.281435408278057,1,0
2,59,1,30.888966255143753,18554.3942375386,4.770662276515668,3229,539,38.74571037095151,3.913078123629894,3.3653745247057163,0,9.828461926103174,2.888966255143753,1,0
1,107,0,29.214850502094173,74014.51395209636,4.361842190054567,4531,570,38.09706716141206,3.883107055823522,2.799955460314252,0,11.212016487442241,1.2148505020941727,0,0
4,395,1,27.301598613857283,23698.19958111053,4.665117397424996,3952,501,38.56104389063341,3.776905953792593,3.0587838533714997,0,10.07315435719583,-0.6984013861427165,0,0
4,212,0,26.325599823677045,27436.33194575811,4.393080881441909,4797,487,38.863656924239365,3.5859357723404472,3.404919230195866,0,10.21962339745833,-1.6744001763229548,0,0
4,117,0,34.86303651702439,25188.691969682004,5.295731636437597,4212,506,38.533346500334915,3.6247361970476715,2.957075538004192,0,10.134150441427643,6.8630365170243905,0,0
3,153,0,29.228042803075773,26759.10043133606,4.98288950609899,2975,373,38.25102368643353,4.198229365101801,3.23322882059009,0,10.19462989750882,1.2280428030757733,0,1
3,7,1,26.720844425270748,36779.71475466969,4.7169839420070385,4948,465,39.1894910605561,4.334965175522823,3.0531579200624424,0,10.51270174268152,-1.279155574729252,1,0
2,119,0,20.46895989201981,552128.1284745784,5.0,2824,408,39.949544297314446,3.3521301562360897,3.2883881775461643,1,13.221535415126068,-7.531040107980189,0,1
1,160,1,30.285719263313336,32588.431070574483,3.9755391927607895,4705,456,38.986847111620065,4.149308137694816,2.9499634540448625,0,10.391712629235965,2.285719263313336,0,0
2,101,0,31.83112047269364,33052.82030338274,5.208182069344093,3049,495,38.94191140811932,3.743766827434465,2.8873766287856464,0,10.405862176083314,3.831120472693641,0,0
3,70,0,28.406858236270942,10378.948802143752,4.289719703116404,3659,511,38.30745656515058,3.7410952877341357,3.0594587723205136,0,9.247534880121805,0.4068582362709421,1,0
2,62,0,32.145097819354326,18071.745313124942,5.096842470020076,3171,420,39.174672113641655,3.331277435191981,3.151254226822121,0,9.802104965149294,4.145097819354326,1,0
1,179,0,30.513359828318304,32764.76631734364,4.718831518926091,4583,434,38.87678526287162,3.8878569231220124,3.515208233310832,0,10.39710901936648,2.513359828318304,0,0
5,65,1,28.777133162592463,16929.939989224553,4.745047309469881,3973,466,38.5650287834244,4.140904270095265,3.042807359943478,0,9.736838930479703,0.7771331625924631,1,0
2,75,0,19.968300913468752,200000.0,5.669374248927197,3148,236,39.091663612993095,3.086658380934871,3.492850312607354,1,12.206072645530174,-8.031699086531248,1,1
3,190,0,35.35989499881081,36579.042768022315,4.7154067483288395,2985,399,38.52423860653162,4.270681672674512,3.0875144871376827,0,10.507230753423741,7.359894998810809,0,1
3,184,1,23.50331496203698,39471.77501081377,4.546115453171049,4657,417,38.301362442432755,3.5442883095907165,3.427506470176297,0,10.583341138783643,-4.496685037963019,0,0
1,91,1,31.798450139690186,22713.136769713834,4.4322882133413435,3466,514,38.754110190844216,4.01680741172778,3.1387629495102027,0,10.03069874840229,3.7984501396901855,1,0
3,131,0,30.392827743537904,78381.18334961169,5.0119689678395565,4144,424,38.57258842610484,4.508128768335985,3.218047504412605,0,11.26933916923613,2.3928277435379037,0,0
1,106,1,25.47517775729252,56463.932389406174,4.348136992827101,4756,506,39.148962380607465,3.7879264150706784,3.0458963929458243,0,10.941357348503704,-2.5248222427074793,0,0
2,129,1,29.796294091782734,37810.11989563287,4.160236330317192,3354,521,39.09131617899272,4.295227622071231,2.93496480125076,0,10.5403320678832,1.796294091782734,0,0
2,292,1,28.090083816608445,49040.62369300641,4.68754384470348,3827,578,38.54857994789676,3.4162192302375964,3.0958051392262402,0,10.800404288575843,0.09008381660844478,0,0
2,107,0,30.471364469869748,52606.84670283303,5.1481098317866705,4547,424,39.066406593507224,3.662318964868172,3.2268894617285073,0,10.870601555708113,2.471364469869748,0,0
2,55,0,33.21673367905393,114265.43303654078,5.365842618932472,3650,444,38.17407702291985,3.2509892406680705,3.059548913217234,0,11.646279380916429,5.216733679053931,1,0
3,306,1,36.72738871859819,15080.38223505354,5.75633163011439,3052,492,38.32699499216955,4.365515304655149,3.278829925146927,0,9.621149988392805,8.727388718598192,0,0
4,131,0,20.238069457558478,22908.752878089545,5.733969831365124,2650,557,38.66531720746721,4.994365401394695,3.1476713599905146,0,10.03927433826484,-7.761930542441522,0,1
1,119,0,24.03547237679696,31064.27756936247,4.946964373205391,4165,517,38.90896374779628,4.37878469646125,2.8744458293958033,0,10.343813806774701,-3.9645276232030398,0,0
1,106,0,31.583950125007952,17232.834408889878,5.745351847128811,4409,503,38.91977938537615,3.302112444388749,3.2689217277880727,0,9.754571820281072,3.583950125007952,0,0
5,47,1,25.76247958926215,61171.81544691905,4.481231917514134,4097,385,38.37092467427666,4.000168614791517,3.3210591670073337,0,11.02144183050994,-2.237520410737851,1,1
3,134,1,28.898798303011645,38817.06751258322,4.5409788310659875,4230,411,38.542471155486396,3.9611828255573323,3.231388293343886,0,10.566615313235538,0.8987983030116453,0,0
1,98,0,31.033820073419076,200000.0,5.559997075363501,2412,449,39.86704302573292,3.0347530198694206,3.533983989764986,1,12.206072645530174,3.0338200734190757,1,2
1,231,0,30.280388487360714,10387.384344592821,4.486042919390113,3091,496,38.6179985628167,3.6559407609840324,3.028861586915675,0,9.248347305007165,2.280388487360714,0,0
3,199,0,28.349755220737507,10000.0,4.650516441159244,3632,507,38.67740326403508,3.741525330409705,3.578668994310177,0,9.210340371976184,0.34975522073750653,0,0
3,145,0,20.69958923907547,587792.2774890674,5.869996743661242,2733,301,40.135877063331094,3.8052568585211954,3.345838136596987,1,13.284128894889951,-7.300410760924532,0,3
2,62,1,34.32658853803163,33665.36780913232,5.395200494597292,4089,496,38.215703252912505,3.744481472823499,3.166183588971846,0,10.4242249264843,6.326588538031629,1,0
4,114,1,29.326818703968144,62959.300880266266,5.245946029648413,3759,403,38.75328532081353,4.022697074067973,3.0649349696860413,0,11.050243778840724,1.3268187039681436,0,0
1,51,0,21.162613216115396,18164.915998913104,4.960908339101603,4627,481,38.93621760996,3.559730265624334,3.2396457549327313,0,9.807247320307319,-6.837386783884604,1,0
4,206,1,26.33655910177974,19416.0826012868,4.624373419308563,2434,407,38.644289775166826,2.749728305219544,2.896009557561772,0,9.873857001686984,-1.6634408982202586,0,1
3,400,0,21.18533397725469,49380.126246728054,4.302180810211462,3809,529,38.447453285701854,3.9543274358707348,3.163415178360848,0,10.80730331953276,-6.81466602274531,0,0
3,46,0,25.277622725932705,10000.0,4.815269046907227,4048,442,38.70920773305225,4.2250700837899595,3.605533274899072,0,9.210340371976184,-2.722377274067295,1,0
2,131,0,33.124214386192264,10000.0,4.8723703251460115,3627,436,38.48945268918989,4.426640925796642,2.929511882799813,0,9.210340371976184,5.124214386192264,0,0
3,339,0,31.138987815950344,19600.67901789254,4.561791901547574,4786,505,38.85926727634441,4.375349023548494,3.131183622333655,0,9.883319488388555,3.138987815950344,0,0
1,192,0,22.499129941224577,18943.455504104844,5.038836864766823,3613,493,38.66804510042053,3.9546329603497723,2.936800409126655,0,9.849213794877548,-5.500870058775423,0,0
5,35,0,13.178270619143003,200000.0,6.847860074532465,3106,347,39.38737607155751,3.6104583975230016,3.9413403994637966,1,12.206072645530174,-14.821729380856997,1,2
2,137,1,28.238006722718147,28439.41462852409,4.185340003166828,4087,445,38.293486608202656,4.174922519065247,2.812617675863445,0,10.255531301023357,0.23800672271814705,0,0
2,358,1,27.19659052756755,68054.17509404043,5.136594127288899,3327,559,38.767970027465566,3.496846204853691,3.38655454828903,0,11.128059359526603,-0.803409472432449,0,0
1,211,0,25.888321044284236,83620.78846173473,4.407201435278241,4215,537,38.48566103332403,4.364196105343795,3.408653302343121,0,11.334047433970799,-2.111678955715764,0,0
1,393,0,38.10813320010183,15699.090128838088,4.632997102162164,4401,427,38.57905402900688,4.6756582090677625,3.2619301632202142,0,9.661358036079834,10.108133200101832,0,0
4,62,1,30.630266266313278,42126.12068523032,5.1025161295770385,4589,427,38.62951284752283,4.1691357994076075,3.464780589949018,0,10.648423271104475,2.630266266313278,1,0
1,315,0,24.719511113842074,36899.452310916924,4.953308238723649,4025,420,38.71967977021097,3.8237789109790725,3.3271597983149177,0,10.51595198739589,-3.2804888861579258,0,0
3,99,1,36.0007446589204,40141.109924874516,5.410916345430497,2893,462,38.98992774594754,4.291232362320501,3.125304932556265,0,10.600156273310203,8.000744658920397,1,0
4,120,0,29.86247213014563,55345.81196203195,4.545750977847593,4056,385,38.68707685758153,3.723375583029477,3.154388370023129,0,10.921356270631467,1.8624721301456297,0,1
1,260,1,33.46905160356146,59295.63482666968,5.149935679667161,4895,547,38.42790722822658,4.36036436348476,3.4195589107760327,0,10.990290970584432,5.469051603561461,0,0
2,223,0,25.505972721014363,195000.0,4.773769775383377,4160,468,38.88185372534867,4.102243722259868,2.8792714771860695,0,12.180754837545884,-2.4940272789856373,0,0
1,173,1,22.091824293491992,200000.0,5.883261180501802,2416,452,39.62392944910793,3.5618430667953582,3.6578190260737493,1,12.206072645530174,-5.908175706508008,0,2
1,105,0,28.06941333910897,105281.18048292035,4.5020179660383235,4059,469,38.632664968906916,4.4324785886786175,3.180481563867614,0,11.564389959289977,0.0694133391089693,0,0
1,109,0,24.00650367117191,167537.25329555,5.215324411568448,3980,349,38.92791357909244,4.363361013452312,3.47014578739115,0,12.028961013252951,-3.9934963288280905,0,1
3,93,0,25.128814165794907,38815.97362851869,4.936176699308515,3995,429,38.924549933608425,4.146290240284146,3.275537850362968,0,10.566587132346356,-2.871185834205093,1,0
2,281,0,28.08405071785947,97531.89156164291,4.8577032347870235,4389,437,38.77149737492947,3.5505816901341993,3.0522729494736502,0,11.487934696442633,0.08405071785946916,0,0
1,139,0,28.782430194148077,13094.197339470016,4.29864883732549,4624,402,38.5092112684369,4.526029327645436,3.184117509699792,0,9.479924459871892,0.7824301941480769,0,0
2,186,0,25.405561398201062,36561.59899142138,4.518132145274791,3799,446,38.557453002915445,4.407063438441861,3.3453800139106926,0,10.506753760700898,-2.594438601798938,0,0
3,247,1,26.57602164782676,10000.0,4.478296854382013,3799,495,38.829474278717186,4.054057840627461,3.217115888521386,0,9.210340371976184,-1.4239783521732399,0,0
1,68,0,23.251139209562094,88247.53845512276,4.6746241349224595,4327,478,38.759941098184754,3.462080232822032,3.271522259701481,0,11.387901081546731,-4.748860790437906,1,0
2,373,0,28.53169603442166,45355.90120126522,4.919180942968975,3886,522,38.897395580576315,3.7075677650856043,3.205874266961748,0,10.72229557279465,0.5316960344216604,0,0
2,126,0,30.652512188872265,38961.6266173658,5.208664803815681,3631,508,38.52673614324318,4.45952442003448,2.7251822028439916,0,10.570332507844006,2.652512188872265,0,0
3,163,0,19.952474361710067,46481.31302600975,4.368462178147395,3634,396,39.020360905981576,3.6552001746343254,3.2160802183028485,0,10.746805640395502,-8.047525638289933,0,1
2,239,0,31.285663932887374,85762.06304149255,5.453738143160775,2121,428,39.46806833640062,3.517250941012558,3.002803964860766,0,11.359332032002841,3.285663932887374,0,2
4,245,0,33.08803242310938,31567.94737828718,3.5114975684990304,4521,510,38.86228595873884,4.886087884349335,3.1377228037092766,0,10.359897561328898,5.088032423109382,0,0
2,137,0,32.3861082976309,21037.545748867975,4.783287509476804,4056,558,38.88610084280387,4.58109141157602,3.222540905504913,0,9.954064013130944,4.386108297630898,0,0
1,174,0,28.135246531840203,59624.35421692833,4.3389156761852865,4889,506,38.67227634266135,3.7749159848943385,3.103138814039123,0,10.995819397388649,0.13524653184020252,0,0
1,187,0,34.27079730078552,47826.56606281598,5.060267100125488,4092,504,38.744871617360104,4.175245348906914,3.0255386106947815,0,10.775336539466334,6.270797300785517,0,0
3,44,0,28.59962860771616,29758.82140155902,4.40781367050068,4111,477,38.44273203088072,3.6155762958383018,3.3609408879217146,0,10.300880884720554,0.5996286077161592,1,0
3,63,1,26.727696623572832,43003.71600571006,4.895298152295131,4284,543,38.58641180791123,4.095170898691963,3.1924612137046666,0,10.669041809679259,-1.2723033764271676,1,0
4,28,0,23.033286435022916,21801.915783419183,4.806184781366988,3131,441,38.32141418285574,3.662917474728333,3.2246624453142068,0,9.989753124889319,-4.966713564977084,1,0
2,377,0,29.461701474483515,70815.77098293675,5.902871400468705,3599,514,38.43496713971337,3.40798181379596,2.916068535894921,0,11.167837008872105,1.4617014744835153,0,0
3,215,0,28.939423866959757,61629.364733300376,4.43286070697366,3378,445,38.54965334313855,4.290608966203858,3.299998996746397,0,11.028893736152074,0.939423866959757,0,0
1,94,0,31.210456809949207,16253.412159242715,4.769730446045494,4219,539,38.21017292679631,4.199558778782069,2.9747349626011026,0,9.696058144745693,3.210456809949207,1,0
5,180,1,24.98988439868383,16775.69464179811,4.915756188947778,3810,525,39.11949684666849,4.2108577054968706,3.254797676093884,0,9.72768637032967,-3.010115601316169,0,0
2,47,1,33.83984761136736,24172.95458981699,5.33207417012229,4609,510,39.23352417280702,3.702473288010307,3.4957217644450043,0,10.09298970825459,5.839847611367361,1,1
1,121,0,29.802815008677726,33616.49647750038,4.4576518872350235,4024,501,39.06273962923332,4.327050194068603,3.073750596990213,0,10.422772192058906,1.802815008677726,0,0
3,55,1,20.219760155751842,19940.164962988933,4.980772710407773,4764,513,39.14473306937494,3.1538089942205976,3.3920989308956786,0,9.90049131644996,-7.7802398442481575,1,0
1,104,0,31.92699740715245,193777.01619425093,4.72101287820023,3851,534,38.715861116941426,3.8465548327772217,3.0585052018585683,0,12.1744633759169,3.9269974071524487,0,0
2,216,1,23.7086597149213,287032.3945529252,6.247963673616726,1766,253,39.07768189879848,3.194252119044096,3.2948611559002123,1,12.567350361378788,-4.2913402850787,0,2
2,70,0,27.61988897721699,21761.413711171474,5.163412908954894,5649,522,39.00455903215814,3.7878945154229684,2.7082134199813113,0,9.987893667203805,-0.3801110227830087,1,0
2,202,0,30.26765516636271,32137.07414504508,5.033983519208873,4120,589,39.20470497699836,3.6060282698709627,3.115212196287037,0,10.377765600457025,2.2676551663627116,0,1
1,182,0,29.047191604591703,30145.23332875143,4.767398445896922,3650,486,38.606390634961905,4.808751300894196,3.3536495661300285,0,10.313782091107564,1.0471916045917027,0,0
5,60,0,22.826121689490723,700365.5646177516,7.982105902068478,1653,380,39.992072885597175,2.4190162508402064,3.497211379364613,1,13.45935771287643,-5.173878310509277,1,3
3,67,1,26.854779813455433,22549.26612272495,4.790361219076528,3188,468,38.39712126984286,4.053733201905456,3.4074202200813497,0,10.023457799954455,-1.1452201865445666,1,0
1,176,0,33.302970872716315,40247.85874350386,4.517282793020912,3375,470,38.652430680017765,3.801386518184298,2.9261275028327254,0,10.602812082512438,5.302970872716315,0,0
5,103,0,20.488131140680636,1806530.2505465148,7.496331102708044,2695,233,39.356438166289145,3.7137939141154357,3.439450535596297,1,14.406918574819342,-7.511868859319364,0,3
3,62,0,26.64989064851289,13306.790067014312,4.585824588417603,3482,489,39.155409268260364,3.2063241749542106,3.1068191261404987,0,9.496029715287511,-1.3501093514871094,1,0
1,232,0,28.31122183678839,12792.508442527216,4.648702454271269,2830,471,39.013806281170424,4.29606700754823,2.756589829025918,0,9.456615000638163,0.3112218367883912,0,0
2,59,0,19.423772286043345,225162.49128612597,6.289599460783227,644,426,39.127447090879635,3.6191030798934967,3.61464049797687,1,12.324577604031434,-8.576227713956655,1,1
1,175,0,24.344579477462336,48901.88101888972,5.310053577048838,3351,475,38.490805310086834,3.6941802831076163,3.366829888173719,0,10.797571141367102,-3.655420522537664,0,0
2,229,0,33.240343143755204,23616.49795294768,4.92014474277139,4168,442,38.52858355052975,3.3494194006443596,3.215801718364499,0,10.069700812583887,5.240343143755204,0,0
1,222,0,31.228155335880217,42953.195048857386,5.498340009527366,2394,434,38.84502458076793,3.866743662875789,3.304989189782846,0,10.66786631460736,3.228155335880217,0,1
2,149,1,19.3516527216627,27839.44005141145,4.579885433843213,3777,429,38.51130906448652,3.935528781008442,3.205671005303269,0,10.234209001150232,-8.648347278337301,0,0
4,371,1,32.755370926762396,29493.609851670783,4.812676213373189,4067,434,38.19812423182358,3.4434288755309557,3.3541361577315714,0,10.29192890366585,4.755370926762396,0,0
2,96,1,34.12440957932119,53415.00150655587,4.842688008360316,3720,478,39.20927555637645,4.181817351162223,3.300061580001178,0,10.885846912584721,6.124409579321188,1,1
2,95,1,15.092154721073582,103169.39378293214,4.518565653099043,3157,467,38.72244716605036,3.554257392860709,3.427841962328595,0,11.544127516172653,-12.907845278926418,1,0
3,239,0,30.466696431554517,99028.20001350225,5.255257584655903,3017,461,38.845808752807756,4.475013107784919,3.3965690129984547,0,11.503159937176296,2.4666964315545172,0,0
1,61,0,30.310671219497863,75728.2450977324,4.546125679278682,3902,600,38.97263224886098,3.6506986380491533,3.3198862187903435,0,11.23490648869441,2.3106712194978627,1,0
2,93,0,23.994764586291645,17229.190615017098,4.5428976829757675,3400,499,38.52014682129888,4.068051711238837,3.443109121381668,0,9.754360353085872,-4.0052354137083555,1,0
2,145,0,30.628448919567223,97151.30773150586,4.765405881053622,3487,539,38.383082471417666,3.364470953127502,3.2226731671808655,0,11.484024915667185,2.628448919567223,0,0
2,76,0,21.382696078200766,333256.4431153391,6.103701602970969,1720,301,39.8063642320566,2.610200345369004,3.3448065401224074,1,12.716667572033614,-6.617303921799234,1,3
2,74,1,17.61044243787051,395747.51209857117,6.731926505395472,3125,355,39.80492800318139,4.252964145755108,3.419945736270447,1,12.888531691175352,-10.38955756212949,1,2
5,218,0,25.699596451463204,14525.878720550789,4.832626132994521,3601,526,38.573973699031754,3.551593792856908,3.2447586942601703,0,9.583687077002166,-2.3004035485367957,0,0
1,42,0,34.83685529103757,58968.92425945138,4.541246928944302,3200,508,38.46145907518878,3.2987326305415405,3.2945696913903557,0,10.984765876661827,6.836855291037573,1,0
4,241,0,20.725671414813192,10966.587553838093,5.001576502823039,4927,429,38.24662050157858,3.4331718728831566,2.978762838921434,0,9.302608434123597,-7.274328585186808,0,0
3,119,0,27.80062345040072,40970.67103451647,4.893445101444401,3704,423,38.878878934041786,4.188052499371634,3.1289982636781466,0,10.620611749086711,-0.19937654959927897,0,0
3,119,0,18.74865152451371,47756.83633499787,5.100214817773332,4732,528,39.029085350562575,3.916185677386085,3.1438248881346476,0,10.773877504980454,-9.251348475486289,0,0
3,118,0,21.13176670218978,85311.21048687494,3.8935130392980253,3683,483,38.76955148358025,3.6177723878204913,2.5713256145060766,0,11.354061149075019,-6.868233297810221,0,0
1,400,0,31.812333925970673,195000.0,5.121556933788172,3289,433,39.03856741261089,4.007085797843734,2.949401334829231,0,12.180754837545884,3.812333925970673,0,0
2,116,0,26.39622637048974,11672.414949755066,5.019744707951619,3882,559,38.82831854843645,4.156505122079778,3.1470922901799816,0,9.364983640440741,-1.6037736295102611,0,0
3,31,0,28.99439005949351,46265.589052716576,4.751168842905162,3515,484,38.38940336198347,3.4862366045229383,3.4555387272583076,0,10.742153746747686,0.9943900594935116,1,0
2,15,0,26.584418629976796,200000.0,5.397797903183552,2169,388,39.09274370290781,2.745431540456325,3.1945998553865946,1,12.206072645530174,-1.4155813700232045,1,2
